starters,mode,track,pool,date,length,ground,cond,ref,corde,Q1,P1,P2,P3,PMU1,OUV1,S/A1,BOX1,DELTA1,NAME1,PMU2,OUV2,S/A2,BOX2,DELTA2,NAME2,PMU3,OUV3,S/A3,BOX3,DELTA3,NAME3,PMU4,OUV4,S/A4,BOX4,DELTA4,NAME4,PMU5,OUV5,S/A5,BOX5,DELTA5,NAME5,PMU6,OUV6,S/A6,BOX6,DELTA6,NAME6,PMU7,OUV7,S/A7,BOX7,DELTA7,NAME7,PMU8,OUV8,S/A8,BOX8,DELTA8,NAME8,PMU9,OUV9,S/A9,BOX9,DELTA9,NAME9,PMU10,OUV10,S/A10,BOX10,DELTA10,NAME10,PMU11,OUV11,S/A11,BOX11,DELTA11,NAME11,PMU12,OUV12,S/A12,BOX12,DELTA12,NAME12,PMU13,OUV13,S/A13,BOX13,DELTA13,NAME13,PMU14,OUV14,S/A14,BOX14,DELTA14,NAME14,PMU15,OUV15,S/A15,BOX15,DELTA15,NAME15,PMU16,OUV16,S/A16,BOX16,DELTA16,NAME16,PMU17,OUV17,S/A17,BOX17,DELTA17,NAME17,PMU18,OUV18,S/A18,BOX18,DELTA18,NAME18,PMU19,OUV19,S/A19,BOX19,DELTA19,NAME19,PMU20,OUV20,S/A20,BOX20,DELTA20,NAME20,link
14,Handicap divise,Deauville,16.000EU,2010-01-03,1.300 m,sand,Bon terrain,Ref: +36,right,15.60 EU,4.80 EU,3.00 EU,12.10 EU,16.0,14.0,M5,10,NaN,Ouranos-909579,7.8,7.5,M6,9,1 1/2,Punisher-848787,50.0,34.0,F6,11,1,Fairy-Dress-USA-E1-849262,9.3,16.0,F5,5,1/2,Sérénitea-884092,7.8,5.0,H7,8,nez,Mister-Chocolate-(IRE)-E1-821258,15.0,14.0,M6,12,1 1/2,Milhaarth-(GB)-855571,18.0,16.0,M7,7,3/4,Sourire-d'Orient-829230,4.5,6.0,H8,13,cte enc.,Anawood-E2-787526,12.0,18.0,H8,6,3/4,Lyubov-795068,8.3,11.0,H9,4,tete,Larsony-762273,47.0,24.0,F5,2,NaN,Belle-Berbère-E2-873578,67.0,52.0,H5,1,NaN,Black-Ball-884244,10.0,7.3,H5,3,NaN,Roi-Dana-874182,35.0,20.0,H9,14,NaN,Venado-SWI-779227,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://www.paris-turf.com/programme-courses/2010-01-03/reunion-deauville/resultats-rapports/prix-de-la-hunaudiere-728745
14,Handicap divise,Deauville,18.000EU,2010-01-03,1.300 m,sand,Bon terrain,Ref: +31.5,right,7.50 EU,2.40 EU,4.80 EU,2.10 EU,7.5,12.0,F5,8,NaN,La-Biriquina-USA-888746,16.0,9.0,F5,7,1 1/2,Douceur-Nocturne-884612,6.5,7.0,F5,9,cte enc.,Lune-Opaque-(GB)-873916,14.0,9.8,F6,14,3/4,Divinatrice-843547,5.5,7.0,F7,12,enc.,Ryalcount-817078,4.0,6.0,H5,10,enc.,Hamilton-Blue-(IRE)-873712,9.5,11.0,M4,1,1 1/2,Port-Manech-IRE-917544,80.0,28.0,H5,11,1 1/2,New's-Ivoire-878335,79.0,41.0,F6,13,1 1/2,Merignac-IRE-877370,14.0,12.0,H6,5,enc.,Aleandros-GER-858261,59.0,26.0,M9,6,NaN,Always-King-767972,28.0,22.0,H7,3,NaN,Pic-Three-BEL-828462,63.0,26.0,H4,2,NaN,Vlatypas-932021,24.0,14.0,H5,4,NaN,Magic-Sport-873924,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://www.paris-turf.com/programme-courses/2010-01-03/reunion-deauville/resultats-rapports/prix-de-la-chardeniere-728744
13,Handicap divise,Deauville,20.000EU,2010-01-03,1.300 m,sand,Bon terrain,Ref: +20.5,right,4.00 EU,1.80 EU,2.50 EU,5.10 EU,4.0,7.3,M4,2,NaN,Moscow-Eight-IRE-926518,6.5,5.5,F5,4,1,Miss-Denmark-(GB)-884252,29.0,16.0,F5,6,cte enc.,La-Rogerais-E1-890793,29.0,22.0,F7,11,enc.,Lumière-de-Boitron-816628,7.8,10.0,M4,9,enc.,Caerleon-Wind-IRE-936437,9.0,10.0,F5,13,1/2,Zalka-873770,7.0,7.0,F6,3,nez,Cape-Velvet-IRE-878678,41.0,21.0,H7,7,enc.,Caliçon-836366,22.0,12.0,F4,10,1/2,Docteur-Buzz-913472,24.0,11.0,M7,1,1 1/2,Mesnil-des-Aigles-816666,12.0,10.0,F6,12,NaN,Nuit-de-Glace-846626,10.0,16.0,F4,5,NaN,Chelgui-902955,36.0,28.0,F4,8,NaN,Flyingwithbebe-USA-E1-919587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://www.paris-turf.com/programme-courses/2010-01-03/reunion-deauville/resultats-rapports/prix-de-la-geliniere-728743
16,Handicap divise,Deauville,48.000EU,2010-01-04,1.500 m,sand,Bon terrain,Ref: +19,right,12.50 EU,4.70 EU,10.80 EU,4.10 EU,13.0,12.0,H6,14,NaN,Désert-Océan-IRE-856699,35.0,26.0,H5,7,1/2,Barricado-919281,12.0,11.0,F6,8,cte enc.,Surtsey-E1-855211,16.0,12.0,H6,13,cte tete,Kenchop-844912,19.0,20.0,M4,9,tete,Chombo-916060,5.0,5.8,H5,5,tete,Chico-del-Sol-908732,10.0,10.0,H8,1,1,Kingvati-811373,6.0,9.3,M6,16,1 1/2,Staraco-848053,21.0,23.0,M5,15,1,Jamindar-(IRE)-897474,31.0,22.0,F5,12,1,Sweet-Fortune-E1-896592,14.0,14.0,H8,6,NaN,Stop-Making-Sense-(GB)-788955,18.0,16.0,M9,3,NaN,Tigron-USA-769117,7.3,6.5,M4,11,NaN,Serpotta-903338,68.0,46.0,M7,4,NaN,Chief-Xodipo-828597,50.0,40.0,H4,2,NaN,Takyro-913113,29.0,24.0,H7,10,NaN,Hidden-Rainbow-IRE-830724,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://www.paris-turf.com/programme-courses/2010-01-04/reunion-deauville/resultats-rapports/prix-de-la-baie-de-seine-728753
16,Handicap divise,Deauville,19.000EU,2010-01-04,1.500 m,sand,Bon terrain,Ref: +28.5,right,10.90 EU,3.20 EU,2.80 EU,2.00 EU,10.9,7.0,F5,9,NaN,Salut-Lisa-877948,8.0,9.8,M5,11,tete,Shine-For-Me-GB-900432,4.0,9.3,H7,1,1,Zitenly-840708,12.0,10.0,F5,6,nez,La-Pailhette-907855,27.0,22.0,F6,16,cte tete,Richhill-Lady-(GB)-859478,9.8,9.8,H6,10,cte enc.,Cadran-859473,6.3,7.0,M8,13,cte enc.,De-Zéphyr-827928,81.0,33.0,F4,14,tete,Queenofnerverland-IRE-925274,10.0,11.0,H7,8,3/4,Pirate-Béré-838153,10.0,7.0,M5,5,cte tete,Téquillo-893288,41.0,37.0,H8,3,NaN,Drax-GB-821569,85.0,40.0,M6,4,NaN,Armigerent-IRE-855783,21.0,35.0,M6,7,NaN,Venetian-Dancer-IRE-869337,64.0,27.0,F4,15,NaN,Dream-of-Heart-920432,116.0,39.0,F5,2,NaN,Kalishnoo-883373,65.0,36.0,M5,12,NaN,Misabeau-911696,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://www.paris-turf.com/programme-courses/2010-01-04/reunion-deauville/resultats-rapports/prix-de-la-seine-maritime-728777
16,Handicap divise,Deauville,23.000EU,2010-01-04,1.500 m,sand,Bon terrain,Ref: +24.5,right,6.40 EU,3.20 EU,6.80 EU,4.00 EU,6.4,14.0,H6,8,NaN,Cuando-Cuanto-843518,19.0,17.0,H7,16,3/4,Tuning-Mozart-(GB)-826101,12.0,11.0,H7,5,tete,Loup-Normand-817054,7.8,12.0,M5,14,cte tete,Nasaq-USA-939196,14.0,10.0,F6,15,tete,Free-and-Brave-882890,24.0,15.0,M5,10,1/2,Rock-And-Chop-874179,54.0,22.0,H7,9,cte enc.,Balor-815194,51.0,19.0,F5,11,3/4,Wait-and-See-895434,62.0,39.0,M5,12,1/2,Maille-le-Nélois-878932,6.5,6.0,H4,3,1 1/2,Vera's-Moscou-IRE-E1-916125,16.0,15.0,M4,6,NaN,Roman-Eagle-ITY-E1-928288,43.0,30.0,F4,4,NaN,Anthropologie-(IRE)-922387,5.3,6.0,F5,2,NaN,Bacarrita-899680,58.0,29.0,F5,1,NaN,Tiger-Cliff-905502,13.0,21.0,F4,7,NaN,Mina-Hill-925787,16.0,16.0,F6,13,NaN,Star-Val-880198,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://www.paris-turf.com/programme-courses/2010-01-04/reunion-deauville/resultats-rapports/prix-de-la-vallee-de-la-seine-728776
18,Handicap divise,Pau,20.000EU,2010-01-05,1.900 m,sand,Bon terrain,Ref: +27,right,11.50 EU,2.70 EU,1.40 EU,2.20 EU,12.0,12.0,F5,10,NaN,Ketrea-FR-918660,3.0,3.3,H7,4,1 1/2,Cuban-816577,6.3,9.0,H5,16,enc.,Touching-Kings-874373,8.3,11.0,H7,5,2 1/2,Rudolph-817766,29.0,15.0,H6,9,2,Bomber-Pilot-(IRE)-843405,11.0,13.0,M7,13,cte enc.,Anchoreiner-E1-821581,106.0,54.0,H7,14,4,Volochope-841376,17.0,13.0,F6,17,enc.,Lucky-Millionaire-(IRE)-858882,54.0,33.0,H5,8,2,Le-Big-Boss-877946,16.0,15.0,F6,7,4,Hostaire-864694,43.0,36.0,F5,18,NaN,Vivement-Dimanche-GB-E1-878939,44.0,26.0,M6,2,NaN,Elizabeto-IRE-858054,21.0,19.0,M5,6,NaN,Jafar-Second-883486,81.0,38.0,H6,12,NaN,Homme-d'Affaires-861457,130.0,42.0,H6,11,NaN,Totdrou-882849,17.0,32.0,H6,15,NaN,Désertub-862659,81.0,49.0,F5,1,NaN,Hisriqua-895085,71.0,24.0,F5,3,NaN,Ruiloba-IRE-888157,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://www.paris-turf.com/programme-courses/2010-01-05/reunion-pau/resultats-rapports/prix-de-lescar-728791
18,Handicap divise,Pau,16.000EU,2010-01-05,1.900 m,sand,Bon terrain,Ref: +36,right,3.10 EU,1.70 EU,2.70 EU,1.50 EU,8.4,12.0,H5,1,NaN,Rock-of-Asia-USA-906070,2.7,2.5,H7,5,NaN,Horizon-Lointain-842150,123.0,48.0,H5,15,d.-h.,Pergamus-IRE-903850,8.0,14.0,H5,12,1 1/2,Hornedo-895141,92.0,87.0,H5,2,3/4,Urdaburu-SPA-899333,16.0,14.0,H5,16,1/2,Pad-du-Parc-907817,14.0,21.0,H6,9,3/4,Polimorphe-857234,40.0,31.0,M6,17,1,Moskato-861458,14.0,18.0,M5,6,1 1/2,Lil-One-897190,9.0,10.0,F6,14,nez,Fanga-861463,80.0,48.0,H5,3,cte tete,Bruneté-905408,27.0,16.0,H5,8,d.-h.,Insild-E1-899453,32.0,40.0,H12,4,NaN,Mokoro-866849,158.0,77.0,F6,13,NaN,Stay-Another-Day-IRE-894224,12.0,9.5,H7,10,NaN,Shranap-855625,107.0,94.0,F6,11,NaN,Miajur-USA-E1-886182,60.0,35.0,F5,7,NaN,Chiefd'ouilly-890800,72.0,43.0,H7,18,NaN,Fish-Night-866852,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://www.paris-turf.com/programme-courses/2010-01-05/reunion-pau/resultats-rapports/prix-de-lasclaveries-728792
16,Handicap,Pau,18.000EU,2010-01-07,2.400 m,sand,Bon terrain,Ref: +28,right,9.70 EU,2.90 EU,1.90 EU,2.60 EU,9.7,17.0,F4,15,NaN,Prime-Classique-USA-955315,4.0,5.5,F4,8,2 1/2,Araba-(IRE)-910299,9.5,11.0,F4,13,1,Tap-Tip-USA-940086,16.0,13.0,H4,14,1/2,Moonstorm-930153,5.0,7.0,M4,5,2,Casares-924994,45.0,51.0,F4,7,3/4,Turquesa-IRE-935193,6.8,6.3,F4,6,6,Born-Again-902915,70.0,38.0,H4,9,6,Pipire-des-Galas-925075,54.0,15.0,F4,2,2,Dolly-Chope-909327,21.0,20.0,H4,16,1 1/2,Fitzgerald-924374,32.0,25.0,H4,4,NaN,Beamor-913366,17.0,11.0,H4,1,NaN,Boris-de-Plés-FR-962771,92.0,29.0,F4,3,NaN,Rose-Varreville-950235,76.0,24.0,F4,11,NaN,Cagiga-IRE-925577,14.0,17.0,H4,12,NaN,Sandscape-926050,38.0,24.0,H4,10,NaN,Frantzy-927700,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://www.paris-turf.com/programme-courses/2010-01-07/reunion-pau/resultats-rapports/prix-de-theze-728874
15,Handicap divise,Deauville,48.000EU,2010-01-08,2.400 m,sand,Bon terrain,Ref: +20 +22,right,11.10 EU,3.90 EU,3.00 EU,4.40 EU,11.0,14.0,H5,4,NaN,Il-Maestro-917893,7.5,8.5,M5,14,3,Taverny-(GB)-874354,15.0,13.0,H6,13,3/4,Lion-de-l'Odet-(GB)-861407,32.0,23.0,F7,15,cte tete,Gayanevees-832979,22.0,21.0,M6,9,tete,Apophis-(IRE)-857489,5.3,6.0,H5,10,d.-h.,Broncoli-874466,17.0,16.0,F4,5,cte tete,Airwoman-927070,10.0,12.0,F6,3,2,Quanita-Pierji-895425,20.0,17.0,H6,8,1 1/2,Storming-Spirit-(GB)-E2-874652,27.0,26.0,M5,7,1,Captain-Camelot-GER-911565,19.0,17.0,M6,6,NaN,Sybélio-E1-851440,15.0,14.0,F6,12,NaN,Titree-(GB)-E1-866436,10.0,10.0,H5,16,NaN,Battle-Winner-873570,50.0,37.0,M5,2,NaN,Delta-Bravo-E2-874794,10.0,10.0,H7,11,NaN,Excentrique-(GB)-821259,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://www.paris-turf.com/programme-courses/2010-01-08/reunion-deauville/resultats-rapports/prix-de-basse-normandie-728900
