starters,mode,track,pool,date,length,ground,cond,ref,corde,Q1,P1,P2,P3,PMU1,OUV1,S/A1,BOX1,DELTA1,NAME1,PMU2,OUV2,S/A2,BOX2,DELTA2,NAME2,PMU3,OUV3,S/A3,BOX3,DELTA3,NAME3,PMU4,OUV4,S/A4,BOX4,DELTA4,NAME4,PMU5,OUV5,S/A5,BOX5,DELTA5,NAME5,PMU6,OUV6,S/A6,BOX6,DELTA6,NAME6,PMU7,OUV7,S/A7,BOX7,DELTA7,NAME7,PMU8,OUV8,S/A8,BOX8,DELTA8,NAME8,PMU9,OUV9,S/A9,BOX9,DELTA9,NAME9,PMU10,OUV10,S/A10,BOX10,DELTA10,NAME10,PMU11,OUV11,S/A11,BOX11,DELTA11,NAME11,PMU12,OUV12,S/A12,BOX12,DELTA12,NAME12,PMU13,OUV13,S/A13,BOX13,DELTA13,NAME13,PMU14,OUV14,S/A14,BOX14,DELTA14,NAME14,PMU15,OUV15,S/A15,BOX15,DELTA15,NAME15,PMU16,OUV16,S/A16,BOX16,DELTA16,NAME16,PMU17,OUV17,S/A17,BOX17,DELTA17,NAME17,PMU18,OUV18,S/A18,BOX18,DELTA18,NAME18,PMU19,OUV19,S/A19,BOX19,DELTA19,NAME19,PMU20,OUV20,S/A20,BOX20,DELTA20,NAME20,link
17,Handicap divise,Pau,21.000EU,2014-01-02,1.950 m,sand,Terrain collant,Ref: +25,right,6.60 EU,2.00 EU,1.60 EU,2.10 EU,6.6,9.8,H7,3,NaN,Itathir-969613,4.0,5.5,H5,6,1/2,Sirio-1019659,8.0,13.0,F6,9,1/2,Miss-Catsy-(IRE)-968904,67.0,32.0,F6,5,1 1/2,Nova-Vixen-980784,26.0,20.0,H6,4,enc.,Hands-Up-984434,67.0,28.0,M5,16,1 1/2,Picking-Up-Pieces-IRE-1040716,9.3,17.0,H5,11,enc.,Cambio-de-Planes-(GB)-1024381,13.0,12.0,H6,15,1 1/2,Ty-Bolide-1045025,25.0,19.0,F7,1,2,Tonia-Béré-949154,19.0,32.0,H5,18,nez,Paris-Venise-1048685,54.0,17.0,H5,7,3/4,Silver-Northern-1015551,21.0,21.0,M5,10,enc.,Stonehedge-1034345,71.0,31.0,M5,13,8,Zouragan-1021397,21.0,21.0,H5,12,2 1/2,Monius-IRE-1031903,19.0,13.0,H9,8,enc.,Maroni-(IRE)-894771,82.0,26.0,M6,17,1 1/2,Captain-Rocket-976391,6.5,7.5,F7,14,20,Dragonnade-955302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://www.paris-turf.com/programme-courses/2014-01-02/reunion-pau/resultats-rapports/prix-de-lescar-872761
12,Handicap,Pau,22.000EU,2014-01-02,2.400 m,sand,Terrain collant,Ref: +25,right,3.80 EU,2.00 EU,3.50 EU,3.20 EU,3.8,4.5,H4,4,NaN,Pampero-1090159,14.0,11.0,F4,13,2 1/2,Adelyta-1072494,10.0,16.0,H4,3,nez,Dempasar-1094479,7.5,6.0,M4,11,nez,Irish-Sand-IRE-1054948,41.0,17.0,M4,1,1 1/2,Varing-1063797,5.3,7.0,M4,7,nez,Milano-Blues-1059547,13.0,14.0,H4,6,nez,Livento-1072756,25.0,23.0,H4,8,1 1/2,Mister-Massagot-1073334,20.0,8.5,M4,12,1 1/2,Getare-1070665,15.0,15.0,F4,5,6,Irabia-IRE-1065583,6.0,7.8,H4,10,4,Zakopane-1067775,62.0,47.0,F4,9,10,Croquantine-1071274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://www.paris-turf.com/programme-courses/2014-01-02/reunion-pau/resultats-rapports/prix-de-theze-872762
17,Handicap divise,Pau,17.000EU,2014-01-02,1.950 m,sand,Terrain collant,Ref: +34,right,7.40 EU,3.00 EU,3.50 EU,11.00 EU,7.4,15.0,H7,16,NaN,Valugny-971999,13.0,10.0,H6,12,3,Sinan-SPA-E1-976483,60.0,43.0,H5,8,cte tete,The-Dude-E2-1028722,12.0,11.0,H7,1,1 1/2,Abou-Selem-951795,4.5,5.8,F5,10,cte enc.,Pasiega-IRE-E1-1032441,11.0,12.0,F7,6,1/2,Anse-Georgette-GB-957923,71.0,53.0,H7,17,1/2,Alinéa-de-Cristal-954617,16.0,14.0,H6,7,nez,Golden-Boy-IRE-993742,10.0,5.5,H7,11,1 1/2,Cypango-E2-971997,7.3,8.3,F5,5,1 1/2,Midway-1041515,14.0,19.0,H10,3,2 1/2,Skipper-Bleu-895001,97.0,41.0,H5,9,1 1/2,Comodoro-E1-1061509,45.0,32.0,H5,14,cte enc.,Arluno-1025600,11.0,18.0,H6,2,3/4,Girac-1000283,23.0,29.0,H5,13,3,Swing-Along-1026135,41.0,22.0,H6,15,1 1/2,Mayday-986108,67.0,30.0,F6,4,2,Zarkadia-1021994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://www.paris-turf.com/programme-courses/2014-01-02/reunion-pau/resultats-rapports/prix-de-lasclaveries-872760
15,Handicap divise,Deauville,52.000EU,2014-01-03,2.400 m,sand,Bon terrain,Ref: +16 +18,right,5.70 EU,2.20 EU,4.60 EU,4.40 EU,5.7,7.0,M7,7,NaN,Thomaraz-944582,16.0,17.0,H5,15,1 3/4,Salam-Bombay-1031805,13.0,13.0,H8,9,enc.,Schachspieler-GER-930813,8.3,10.0,F4,1,cte enc.,Fontvieille-1094478,39.0,28.0,H6,4,cte enc.,Varadero-(IRE)-E1-968952,5.3,4.8,F5,11,1/2,Next-One-GB-1047841,26.0,18.0,M6,16,tete,Divin-Léon-968165,15.0,13.0,H6,8,cte enc.,Parkori-975284,19.0,21.0,H5,10,3/4,Valencin-1037487,7.0,8.8,H8,5,1 3/4,Balaythous-938567,39.0,31.0,M5,13,1 1/4,Asagaya-1047697,11.0,11.0,H6,12,cte enc.,Korgon-(GB)-1013655,19.0,14.0,H7,3,1 1/4,Street-Lair-USA-E1-978833,24.0,18.0,H6,6,6,Iconic-968275,23.0,21.0,H5,14,10,Viva-la-Vidad-1038472,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://www.paris-turf.com/programme-courses/2014-01-03/reunion-deauville/resultats-rapports/prix-du-mont-saint-michel-872773
16,Handicap divise,Deauville,17.000EU,2014-01-03,1.500 m,sand,Bon terrain,Ref: +35.5,right,5.60 EU,1.90 EU,1.90 EU,3.10 EU,5.6,7.0,H5,8,NaN,Menyllos-GR-1055595,4.8,8.8,M5,6,2 1/2,Tycoon's-Garden-1015489,11.0,13.0,H5,13,enc.,Golden-Club-1042706,8.5,5.8,F5,11,tete,Danza-Palatina-1040738,30.0,18.0,H5,1,1,Big-Blind-1018309,18.0,23.0,M5,14,1/2,Chastain-Park-1024884,21.0,22.0,M5,3,2,Everett-1012080,24.0,24.0,F5,16,cte enc.,Dragon-Ball-1021839,38.0,28.0,F5,12,cte enc.,Soir-d'Eté-1019942,43.0,16.0,F5,10,1 3/4,Safina-Blue-1014821,39.0,16.0,F5,15,1 1/4,Russian-Tale-1031245,14.0,21.0,F5,7,1 1/4,Shabby-Gold-1040702,6.8,10.0,M5,4,enc.,Jumper-(GB)-1058190,17.0,11.0,F5,2,enc.,Katherine-Deux-1041944,48.0,33.0,H5,9,5,Live-Me-Alone-1016570,17.0,11.0,F5,5,3 1/2,Starvava-1024903,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://www.paris-turf.com/programme-courses/2014-01-03/reunion-deauville/resultats-rapports/prix-de-la-coquetiere-872770
16,Handicap divise,Deauville,19.000EU,2014-01-03,1.500 m,sand,Bon terrain,Ref: +31,right,18.50 EU,4.70 EU,2.20 EU,2.70 EU,19.0,14.0,H5,5,NaN,Viking-Quest-1038969,4.8,8.3,H5,13,1 3/4,Zanis-1039620,8.5,15.0,M5,4,tete,Larga-Charla-IRE-1036768,13.0,10.0,H5,7,cte enc.,Calcutta-1031284,22.0,10.0,F5,10,tete,Tchernicheva-1039633,5.0,7.0,M5,9,1 1/4,Zahi-1029941,19.0,14.0,H5,1,1 1/4,Déluge-1035882,18.0,22.0,H5,14,enc.,Narkotic-1024398,21.0,16.0,H5,11,1 1/2,Compatible-1048835,25.0,26.0,H5,16,1,Very-Bad-Trip-1028637,19.0,10.0,H5,15,nez,Turcoman's-1041308,36.0,18.0,F5,12,1/2,Spectacular-City-1030093,28.0,35.0,F5,8,enc.,Fantanella-(IRE)-1056895,16.0,14.0,H5,2,1 1/4,Questor-1017777,8.5,9.5,H5,3,nez,Notturno-1012081,71.0,24.0,M5,6,tete,Marquis-du-Nonan-1030483,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://www.paris-turf.com/programme-courses/2014-01-03/reunion-deauville/resultats-rapports/prix-de-la-bouteillerie-872769
16,Handicap divise,Deauville,26.000EU,2014-01-03,2.400 m,sand,Bon terrain,Ref: +24 +26,right,22.40 EU,6.80 EU,3.70 EU,2.20 EU,22.0,24.0,H6,12,NaN,Clavis-1009064,11.0,12.0,F4,4,1 1/4,Impatiente-1062710,6.0,6.8,F5,9,enc.,Morning-Dust-(IRE)-1052100,9.8,12.0,M4,15,tete,Lando-Blue-(IRE)-1093304,19.0,9.8,H6,6,tete,Wirtuel-968740,13.0,13.0,F5,7,3/4,Vazarina-1026801,4.3,7.0,M5,1,enc.,Grambo-1054296,20.0,13.0,H6,11,2 1/2,Intercepteur-968280,8.5,10.0,F5,5,1 1/4,La-Régence-1037372,16.0,18.0,H7,2,1,Guardian-Angel-GER-963706,70.0,36.0,H5,3,cte enc.,Myron-1044986,42.0,34.0,M5,14,cte enc.,Sisyphe-1022423,34.0,19.0,M5,13,1,Phil-Man-(IRE)-1030918,16.0,13.0,H7,16,cte tete,Mystic-Joy-(IRE)-958365,16.0,14.0,H7,10,cte enc.,Nova-Med-IRE-955538,58.0,22.0,F5,8,cte enc.,Chic-Fabric-(IRE)-1049686,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://www.paris-turf.com/programme-courses/2014-01-03/reunion-deauville/resultats-rapports/prix-du-rocher-tombelaine-872774
16,Handicap divise,Deauville,21.000EU,2014-01-03,2.400 m,sand,Bon terrain,Ref: +27 +29,right,3.90 EU,1.70 EU,2.80 EU,4.90 EU,3.9,5.3,F6,9,NaN,Guapa-Lucia-1028815,10.0,13.0,F6,13,3/4,Pyragorn-USA-1023896,20.0,21.0,F4,1,2 1/2,Turn-In-Grey-1114679,68.0,41.0,H5,15,enc.,Catchword-1024896,23.0,38.0,F7,11,1/2,Stock-Exchange-957984,47.0,22.0,H6,10,enc.,Agasse-(IRE)-968857,16.0,9.5,H9,16,nez,Short-Stack-(IRE)-915214,61.0,31.0,F4,5,cte enc.,Nelia-GER-1069820,10.0,13.0,H5,8,tete,Crescendo-Forte-1027747,23.0,19.0,H7,14,1/2,Phoénix-du-Verger-977992,7.0,11.0,H4,4,1 1/4,Beef-Bar-USA-1092046,6.3,4.3,H7,2,cte enc.,Vrotos-(IRE)-988013,100.0,32.0,F5,12,1 1/2,Eniya-Dancer-1034890,54.0,57.0,H4,7,cte tete,Zapata-Rebel-1051806,7.3,8.3,M4,3,3/4,American-Deal-1060605,50.0,30.0,F6,6,4,Goldtiming-992564,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://www.paris-turf.com/programme-courses/2014-01-03/reunion-deauville/resultats-rapports/prix-de-la-baie-du-mont-872767
15,Handicap,Deauville,25.000EU,2014-01-04,1.900 m,sand,Bon terrain,Ref: +23.5,right,4.30 EU,1.90 EU,3.40 EU,3.60 EU,4.3,4.0,M3,4,NaN,Twombly-SPA-1094022,12.0,10.0,M3,13,3/4,Singapore-Spur-1099072,14.0,14.0,M3,12,3/4,Zanthalia-1096573,9.8,12.0,F3,2,3/4,Lady-John-John-1104052,56.0,42.0,F3,15,3/4,Cantanilla-E2-1103011,4.5,6.5,M3,3,1 1/2,Saint-Clément-1098969,6.5,7.0,F3,9,cte enc.,Gangnam-Style-1108357,11.0,10.0,F3,10,1,Pan-Di-Stelle-1098150,31.0,23.0,F3,7,tete,Lys-des-Aigles-E1-1116847,26.0,14.0,F3,1,1,Thalie-de-la-Vis-E1-1096173,59.0,39.0,F3,11,3 1/2,Okipik-1106571,47.0,27.0,F3,6,cte tete,Zanaga-E2-1092789,12.0,19.0,M3,5,3,Le-Scribe-1097995,32.0,23.0,F3,8,6,Shine-Again-1094082,84.0,53.0,F3,14,cte enc.,Donibane-1096886,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://www.paris-turf.com/programme-courses/2014-01-04/reunion-deauville/resultats-rapports/prix-d-haspel-872781
16,Handicap divise,Deauville,18.000EU,2014-01-04,1.900 m,sand,Bon terrain,Ref: +32.5,right,9.10 EU,2.80 EU,3.10 EU,2.00 EU,9.1,10.0,H4,9,NaN,Black-Is-Black-1072406,12.0,17.0,F4,15,enc.,Distyle-1076000,4.3,8.5,F4,8,3/4,Americaine-Joy-1105713,11.0,11.0,F4,12,cte tete,Hauville-1090487,36.0,19.0,F4,14,cte enc.,Moon-de-Breizh-1094262,15.0,12.0,H4,11,3/4,Vardaris-(IRE)-1094539,10.0,14.0,H4,7,cte enc.,The-First-Spirit-1051804,18.0,14.0,F4,3,nez,Dublin-GER-1097791,7.5,11.0,F4,6,1 1/4,Trianéra-E1-1057573,14.0,16.0,H4,4,enc.,Sparks-Fly-1063155,60.0,27.0,F4,5,1 3/4,Sigane-(IRE)-1071218,28.0,17.0,H4,1,tete,Reign-Suprême-E1-1098738,11.0,7.8,H4,16,8,Gold-Knight-1062730,31.0,17.0,M4,13,cte enc.,Jahanshah-IRE-1086341,51.0,20.0,H4,10,1 1/4,Smart-Casual-1056443,26.0,13.0,F4,2,7,Sakura-Mambo-1075076,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://www.paris-turf.com/programme-courses/2014-01-04/reunion-deauville/resultats-rapports/prix-du-bois-aux-proux-872782
